"meal_item_id","chart_id","chart_name","diet_type","health_condition","goal","day_number","meal_slot","time","dish_id","dish_or_item","quantity","serving_multiplier","calories_kcal","protein_g","carbohydrates_g","fat_g","fiber_g","food_link_status","notes","consultant_approval_required"
"MI003467","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","2","Breakfast","8:00 AM","IND0088","Sambar","1 katori","0.75","174","9.5","22.9","2.8","6.2","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003468","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","2","Breakfast","8:00 AM","IND0065","Coconut Chutney","1 tablespoon","0.5","16","0.4","2","0.6","0.5","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003469","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","2","Mid-Morning","11:00 AM","CLN0003","Guava Whole","1 small","1","68","2.6","14.3","1","5.4","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003470","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","2","Lunch","1:30 PM","IND0223","Steamed White Rice","3/4 katori","0.75","252","5.6","40.7","5.4","2.2","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003471","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","2","Lunch","1:30 PM","IND0484","Fish Curry","3/4 katori","0.75","209.3","31.6","7.5","11.5","1.5","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003472","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","2","Lunch","1:30 PM","IND0199","French Bean Sabzi","1 katori","0.8","160","4.4","17.1","7.1","4.4","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003473","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","2","Evening","5:00 PM","IND0369","Roasted Chana","30 g","0.3","71.7","2.4","10.9","2.9","1.2","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003474","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","2","Evening","5:00 PM","IND0432","Chaas","1 glass","1","179","7.3","13.2","8.8","0.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003475","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","2","Dinner","8:00 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003476","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","2","Dinner","8:00 PM","IND0125","Palak Paneer","3/4 katori","0.75","169.5","6","16.3","8.4","5.2","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003477","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","2","Dinner","8:00 PM","IND0203","Lauki Sabzi","1 katori","0.8","156.8","5","20.6","6.9","4.3","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003478","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","2","Bedtime","10:00 PM","IND0438","Turmeric Milk","1 small cup","0.7","147.7","5.8","9.9","6.9","0.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003479","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","3","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003480","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","3","Breakfast","8:00 AM","IND0050","Egg Bhurji","1 serving","1","212","14.3","6.1","14.3","1.3","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003481","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","3","Breakfast","8:00 AM","IND0010","Phulka","1 piece","1","124","4.1","20.9","2.5","2.7","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003482","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","3","Mid-Morning","11:00 AM","CLN0002","Apple Whole","1 small","1","78","0.4","20.7","0.3","3.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003483","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","3","Lunch","1:30 PM","IND0013","Bajra Roti","2 small","2","218","7.4","44.2","5.4","8","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003484","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","3","Lunch","1:30 PM","IND0136","Chole Masala","3/4 katori","0.75","154.5","5","15.8","8.3","4.2","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003485","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","3","Lunch","1:30 PM","IND0200","Carrot Peas Sabzi","1 katori","0.8","144","5.4","19","7.5","4.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003486","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","3","Evening","5:00 PM","IND0370","Peanut Chaat","1/2 serving","0.5","126","3.6","18.2","5.8","1.9","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003487","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","3","Dinner","8:00 PM","IND0077","Chicken Shorba","1 bowl","1","166","9.1","25.9","5.8","5.8","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003488","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","3","Dinner","8:00 PM","IND0010","Phulka","1 piece","1","124","4.1","20.9","2.5","2.7","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003489","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","3","Dinner","8:00 PM","IND0200","Carrot Peas Sabzi","1 katori","0.8","144","5.4","19","7.5","4.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003490","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","3","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003491","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003492","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Breakfast","8:00 AM","IND0312","Poha","1 katori","0.75","238.5","6.6","34","6.5","4.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003493","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Breakfast","8:00 AM","IND0369","Roasted Chana","2 tablespoons","0.2","47.8","1.6","7.3","1.9","0.8","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003494","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Mid-Morning","11:00 AM","CLN0004","Orange Whole","1 medium","1","62","1.2","15.4","0.2","3.1","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003495","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Lunch","1:30 PM","IND0223","Steamed White Rice","3/4 katori","0.75","252","5.6","40.7","5.4","2.2","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003496","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Lunch","1:30 PM","IND0053","Egg Curry","1 serving","1","204","15.7","6.4","13.1","1.2","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003497","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Lunch","1:30 PM","IND0184","Beans Poriyal","1 katori","0.8","145.6","4.6","17.3","6.8","5","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003498","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Evening","5:00 PM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003499","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Evening","5:00 PM","IND0369","Roasted Chana","20 g","0.2","47.8","1.6","7.3","1.9","0.8","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003500","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Dinner","8:00 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003501","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Dinner","8:00 PM","IND0484","Fish Curry","3/4 katori","0.75","209.3","31.6","7.5","11.5","1.5","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003502","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Dinner","8:00 PM","IND0203","Lauki Sabzi","1 katori","0.8","156.8","5","20.6","6.9","4.3","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003503","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","4","Bedtime","10:00 PM","IND0438","Turmeric Milk","1 small cup","0.7","147.7","5.8","9.9","6.9","0.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003504","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","5","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003505","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","5","Breakfast","8:00 AM","IND0049","Boiled Egg","1 egg","0.5","110","8.3","2.9","7","0.7","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003506","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","5","Breakfast","8:00 AM","IND0319","Dalia Upma","3/4 katori","0.6","177.6","7.3","29.9","5.5","4.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003507","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","5","Mid-Morning","11:00 AM","CLN0005","Papaya Ripe","1 cup","1","64","0.7","16.2","0.4","2.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003508","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","5","Lunch","1:30 PM","IND0010","Phulka","2 pieces","2","248","8.2","41.8","5","5.4","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003509","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","5","Lunch","1:30 PM","IND0003","Masoor Dal","1 katori","1","194","14.1","34.1","4.2","10.3","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003510","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","5","Lunch","1:30 PM","IND0141","Bhindi Masala","1 katori","0.8","163.2","5.4","17","7.4","4.7","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003511","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","5","Evening","5:00 PM","IND0433","Masala Chaas","1 glass","1","175","9.2","14.9","10.6","0.7","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003512","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","5","Dinner","8:00 PM","IND0256","Chicken Biryani","3/4 serving","0.75","244.5","5.3","37","4.1","1.9","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003513","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","5","Dinner","8:00 PM","IND0045","Raita Cucumber","1/2 katori","0.5","85.5","3.8","6.7","5.3","0.4","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003514","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","5","Bedtime","10:00 PM","CLN0001","Plain Water","as desired","1","0","0","0","0","0","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003515","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003516","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Breakfast","8:00 AM","IND1331","Ragi Dosa","1 medium","0.6","217.8","9.2","31.7","6.8","3.7","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003517","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Breakfast","8:00 AM","IND0088","Sambar","1 katori","0.75","174","9.5","22.9","2.8","6.2","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003518","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Mid-Morning","11:00 AM","CLN0006","Pear Whole","1 small","1","86","0.6","22.8","0.2","4.7","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003519","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Lunch","1:30 PM","IND0223","Steamed White Rice","3/4 katori","0.75","252","5.6","40.7","5.4","2.2","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003520","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Lunch","1:30 PM","IND0006","Mixed Dal","3/4 katori","0.75","150","11.8","24.1","2.7","7.1","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003521","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Lunch","1:30 PM","IND0183","Cabbage Poriyal","1 katori","0.8","141.6","5.2","21","8.3","5.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003522","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Lunch","1:30 PM","IND0041","Plain Curd","1/2 katori","0.5","89.5","4","7.8","5.8","0.4","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003523","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Evening","5:00 PM","IND1405","Corn Chaat","1/2 serving","0.5","131.5","3.1","17","6","1.9","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003524","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Dinner","8:00 PM","IND0073","Tomato Shorba","1 bowl","1","184","7.3","21.9","5.3","5.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003525","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Dinner","8:00 PM","IND1430","Fish Tikka","3/4 serving","0.75","152.3","15.4","7.4","9.8","2","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003526","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Dinner","8:00 PM","IND0010","Phulka","1 piece","1","124","4.1","20.9","2.5","2.7","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003527","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","6","Bedtime","10:00 PM","IND0438","Turmeric Milk","1 small cup","0.7","147.7","5.8","9.9","6.9","0.6","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003528","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Early Morning","6:30 AM","CLN0001","Plain Water","1 glass","1","0","0","0","0","0","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003529","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Breakfast","8:00 AM","IND0051","Masala Omelette","1 serving","1","182","13.1","5.5","11.2","1","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003530","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Breakfast","8:00 AM","IND0837","Vegetable Toastie","1/2 serving","0.5","218","8.8","26.4","8.2","3.5","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003531","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Mid-Morning","11:00 AM","CLN0008","Watermelon","1 bowl","1","60","1.2","15.2","0.3","0.8","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
"MI003532","DC040","Dyslipidemia — Non-Veg — Weight loss","Non-Veg","Dyslipidemia","Weight loss","7","Lunch","1:30 PM","IND0249","Masala Khichdi","1 katori","0.8","253.6","5.4","46.6","5","2.5","linked_to_food_database","Replace saturated/trans fat with unsaturated fats; emphasize pulses, oats/whole grains and vegetables when compatible. Weight-loss portions require clinician-set energy target; do not apply during pregnancy, early postpartum or undernutrition.","Yes"
